event_type,region,country,state,city_code,city_name,date_type,date,name,description,optional,source,started_at,finished_at,created_at,updated_at,revised_at,published_at
HOLIDAY,CITY,BR,PI,2202307,CANTO DO BURITI,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PI,2205706,LUÍS CORREIA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2602209,BOM JARDIM,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2604205,CATENDE,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2610400,PARNAMIRIM,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2611804,RIBEIRÃO,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2613305,SÃO JOAQUIM DO MONTE,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2304285,EUSÉBIO,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2313401,TIANGUÁ,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1500909,AUGUSTO CORRÊA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1503309,IGARAPÉ-MIRI,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4128609,VERÊ,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4128807,XAMBRÊ,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1501808,BREVES,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1503606,ITAITUBA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1505106,ÓBIDOS,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RN,2412203,SÃO JOSÉ DE MIPIBU,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AL,2708006,SANTANA DO IPANEMA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RN,2411403,SANTANA DO MATOS,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RN,2403103,CURRAIS NOVOS,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2309003,MUCAMBO,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3503505,AREIAS,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PI,2200301,ALTO LONGÁ,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3162922,SÃO JOAQUIM DE BICAS,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3136306,JOÃO PINHEIRO,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3138203,LAVRAS,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3142304,MOEDA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3145802,ONÇA DE PITANGUI,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3151107,PIRAPETINGA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3154309,RESPLENDOR,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3158508,SANTANA DE PIRAPAMA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3158805,SANTANA DO JACARÉ,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3158953,SANTANA DO PARAÍSO,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3165008,SÃO TIAGO,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3133808,ITAÚNA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3165404,SAPUCAÍ-MIRIM,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3167400,SILVIANÓPOLIS,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MA,2102200,BURITI,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MA,2103406,COELHO NETO,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MA,2107001,MONTES ALTOS,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MA,2108702,PIO XII,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3135506,JEQUERI,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3130705,INDIANÓPOLIS,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RJ,3300308,BARRA DO PIRAÍ,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3101201,AIURUOCA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,ES,3200508,APIACÁ,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,GO,5221601,URUAÇU,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,GO,5218300,POSSE,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,GO,5210000,INHUMAS,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,GO,5208905,GOIÁS,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,GO,5201108,ANÁPOLIS,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,ES,3203346,MARECHAL FLORIANO,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3100302,ABRE CAMPO,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3100609,ÁGUA BOA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3102001,ALTEROSA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3128808,GUIDOVAL,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3102902,ANTÔNIO CARLOS,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3105103,BAMBUÍ,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3105905,BARROSO,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3106408,BELO VALE,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3108602,BRASÍLIA DE MINAS,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3113206,CARANDAÍ,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3119203,COROACI,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3119302,COROMANDEL,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3125903,FERROS,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3128204,GUARACIABA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RJ,3300233,ARMAÇÃO DOS BÚZIOS,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RJ,3304003,PIRAÍ,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3507506,BOTUCATU,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MA,2105005,HUMBERTO DE CAMPOS,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4113304,LARANJEIRAS DO SUL,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4119608,PITANGA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4119905,PONTA GROSSA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4124004,SANTANA DO ITARARÉ,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,TO,1720655,SILVANÓPOLIS,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3502002,ANALÂNDIA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4104907,CASTRO,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4105508,CIANORTE,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RJ,3305901,TRAJANO DE MORAES,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,GO,5205307,CAVALCANTE,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4101051,ANAHY,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,TO,1703701,BREJINHO DE NAZARÉ,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,TO,1707702,FILADÉLFIA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3521200,IPORANGA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4304689,CAPELA DE SANTANA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4313060,NOVA HARTZ,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4317004,SANTANA DA BOA VISTA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MS,5006309,PARANAÍBA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4205704,GAROPABA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MT,5106281,NOVO SÃO JOAQUIM,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MT,5106000,NORTELÂNDIA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MT,5103007,CHAPADA DOS GUIMARÃES,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4213302,PONTE ALTA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4216909,SÃO LOURENÇO DO OESTE,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4218954,URUPEMA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2800209,AQUIDABÃ,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2800670,BOQUIM,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2807105,SIMÃO DIAS,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4200200,AGROLÂNDIA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4203709,CANELINHA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4201273,ARABUTÃ,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4205100,DONA EMMA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4205308,FAXINAL DOS GUEDES,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4218855,UNIÃO DO OESTE,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3152204,PORTEIRINHA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3143500,MORADA NOVA DE MINAS,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3158300,SANTANA DA VARGEM,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3139201,MALACACHETA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4322400,URUGUAIANA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3171030,VERDELÂNDIA,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4322541,VALE REAL,FIXED,07-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3539509,PITANGUEIRAS,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3525102,JARDINÓPOLIS,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3549904,SÃO JOSÉ DOS CAMPOS,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2932200,UBAITABA,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2931301,TAPIRAMUTÁ,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2927606,SANTA BRÍGIDA,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2926806,RIO DO ANTÔNIO,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3128204,GUARACIABA,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3160702,SANTOS DUMONT,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2927309,SALINAS DA MARGARIDA,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2926103,RETIROLÂNDIA,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2919900,MACURURÉ,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2918506,JUSSARA,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2906600,CANDIBA,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2905503,CALDEIRÃO GRANDE,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3500709,AGUDOS,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4213401,PONTE SERRADA,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,TO,1706100,CRISTALÂNDIA,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3100302,ABRE CAMPO,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4210506,MARAVILHA,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4203501,CAMPO ERÊ,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4200101,ABELARDO LUZ,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4214409,RIO DAS ANTAS,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4216701,SÃO JOSÉ DO CEDRO,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MT,5108501,VERA,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2610608,PAUDALHO,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2608909,LIMOEIRO,FIXED,07-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2906006,CAMPO FORMOSO,FIXED,07-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2924009,PAULO AFONSO,FIXED,07-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2924207,PEDRO ALEXANDRE,FIXED,07-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,TO,1721208,TOCANTINÓPOLIS,FIXED,07-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3135506,JEQUERI,FIXED,07-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MT,5102793,CARLINDA,FIXED,07-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AL,2708303,SÃO JOSÉ DA LAJE,FIXED,07-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4207908,IRINEÓPOLIS,FIXED,07-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4123204,SANTA CECÍLIA DO PAVÃO,FIXED,07-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4102208,ATALAIA,FIXED,07-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3548807,SÃO CAETANO DO SUL,FIXED,07-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3536307,PATROCÍNIO PAULISTA,FIXED,07-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3513207,CRISTAIS PAULISTA,FIXED,07-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3508207,BURITIZAL,FIXED,07-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2909208,CORONEL JOÃO SÁ,FIXED,07-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2911204,GANDU,FIXED,07-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2914802,ITABUNA,FIXED,07-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2929305,SÃO GONÇALO DOS CAMPOS,FIXED,07-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AC,1200450,SENADOR GUIOMARD,FIXED,07-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4204301,CONCÓRDIA,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2925204,POJUCA,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2920452,MANSIDÃO,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2909802,CRUZ DAS ALMAS,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2906808,CANSANÇÃO,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3540705,PORTO FERREIRA,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,GO,5211800,JARAGUÁ,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RJ,3302403,MACAÉ,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4111100,ITAMBÉ,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,ES,3200300,ALFREDO CHAVES,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4112751,JESUÍTAS,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4313102,NOVA PALMA,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RO,1100452,BURITIS,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MT,5103353,CONFRESA,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4116109,MOREIRA SALES,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4118204,PARANAGUÁ,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3133204,ITANHOMI,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,GO,5203302,BELA VISTA DE GOIÁS,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,GO,5204409,CAIAPÔNIA,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4118709,PAULO FRONTIN,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3163508,SÃO JOSÉ DO JACURI,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4105508,CIANORTE,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4214508,RIO DO CAMPO,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2302701,CAMPOS SALES,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4208906,JARAGUÁ DO SUL,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4203709,CANELINHA,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2302800,CANINDÉ,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4310108,IGREJINHA,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MA,2108009,PASTOS BONS,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,ES,3204559,SANTA MARIA DE JETIBÁ,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RJ,3304706,SANTO ANTÔNIO DE PÁDUA,FIXED,07-29,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MA,2105500,JOÃO LISBOA,FIXED,07-30,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2306306,ITAPAGÉ,FIXED,07-30,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2907004,CARDEAL DA SILVA,FIXED,07-30,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2931004,TANHAÇU,FIXED,07-30,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2933109,VÁRZEA DO POÇO,FIXED,07-30,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4317103,SANT'ANA DO LIVRAMENTO,FIXED,07-30,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RN,2402600,CEARÁ-MIRIM,FIXED,07-30,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2902500,BAIANÓPOLIS,FIXED,07-30,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2920452,MANSIDÃO,FIXED,07-30,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2924900,PLANALTINO,FIXED,07-30,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MT,5103007,CHAPADA DOS GUIMARÃES,FIXED,07-31,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2614857,TAMANDARÉ,FIXED,07-31,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2927101,RODELAS,FIXED,07-31,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4124509,SANTO INÁCIO,FIXED,07-31,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RJ,3301157,CARDOSO MOREIRA,FIXED,07-31,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,GO,5201108,ANÁPOLIS,FIXED,07-31,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MA,2108603,PINHEIRO,FIXED,07-31,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2300200,ACARAÚ,FIXED,07-31,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2313401,TIANGUÁ,FIXED,07-31,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3527801,LUPÉRCIO,FIXED,07-31,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PI,2203305,DEMERVAL LOBÃO,FIXED,07-31,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2933208,VERA CRUZ,FIXED,07-31,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,TO,1702406,ARRAIAS,FIXED,08-01,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,GO,5220157,SÃO LUÍZ DO NORTE,FIXED,08-01,Feriado municipal,,,FEBRABAN,,,,,,
