event_type,region,country,state,city_code,city_name,date_type,date,name,description,optional,source,started_at,finished_at,created_at,updated_at,revised_at,published_at
HOLIDAY,CITY,BR,PR,4112405,JAPURÁ,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2301109,ARACATI,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MS,5007109,RIBAS DO RIO PARDO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MS,5006408,PEDRO GOMES,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3101003,ÁGUAS VERMELHAS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,GO,5200506,ALOÂNDIA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,GO,5203401,BOM JARDIM DE GOIÁS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,GO,5204250,CACHOEIRA DOURADA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3100807,AGUANIL,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2305704,IPAUMIRIM,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2300200,ACARAÚ,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AM,1300144,APUÍ,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2609907,OURICURI,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AC,1200807,PORTO ACRE,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2615201,TERRA NOVA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2614501,SURUBIM,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2611705,RIACHO DAS ALMAS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AC,1200385,PLÁCIDO DE CASTRO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AC,1200344,MANOEL URBANO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AC,1200336,MÂNCIO LIMA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2609808,OROCÓ,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AC,1200708,XAPURI,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2609402,MORENO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,GO,5204557,CALDAZINHA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AC,1200302,FEIJÓ,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2609105,MACHADOS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AC,1200500,SENA MADUREIRA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AC,1200450,SENADOR GUIOMARD,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AC,1200252,EPITACIOLÂNDIA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AC,1200609,TARAUACÁ,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,GO,5204409,CAIAPÔNIA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4111803,JACAREZINHO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,GO,5205802,CORUMBÁ DE GOIÁS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3515608,FERNANDO PRESTES,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3525409,JERIQUARA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3524006,ITUPEVA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3522000,ITAJU,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,,,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3519402,IBIRÁ,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3517901,GUARACI,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3517703,GUARÁ,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3517505,GUAPIAÇU,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3517406,GUAÍRA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3515905,FLOREAL,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3515301,ESTRELA DO NORTE,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3527306,LOUVEIRA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3513702,DESCALVADO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3513306,CRUZÁLIA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3512506,COROADOS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3511201,CATIGUÁ,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3510708,CARDOSO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3509403,CAJURU,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3509205,CAJAMAR,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3507704,BRAÚNA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3507407,BORBOREMA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3506706,BOA ESPERANÇA DO SUL,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3526605,LAVRINHAS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3530508,MOCOCA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,GO,5206206,CRISTALINA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3546405,SANTA CRUZ DO RIO PARDO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,GO,5206602,CUMARI,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3556206,VALINHOS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3556107,VALENTIM GENTIL,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3555901,URU,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3555505,UBIRAJARA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3553708,TAQUARITINGA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3552502,SUZANO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3551306,SEBASTIANÓPOLIS DO SUL,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3550803,SÃO SEBASTIÃO DA GRAMA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3550704,SÃO SEBASTIÃO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3544608,SABINO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3531704,MONTEIRO LOBATO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3543402,RIBEIRÃO PRETO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3541406,PRESIDENTE PRUDENTE,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3540705,PORTO FERREIRA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3539509,PITANGUEIRAS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3538907,PIRAJUÍ,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3538808,PIRAJU,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3538600,PIRACAIA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3536802,PEDRA BELA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3536703,PEDERNEIRAS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3535309,PALMITAL,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,GO,5208301,DIVINÓPOLIS DE GOIÁS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AC,1200138,BUJARI,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3100708,ÁGUA COMPRIDA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2933455,WANDERLEY,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4300455,ALEGRIA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4301602,BAGÉ,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4304002,CAMPO NOVO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4306973,EREBANGO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4311122,JAQUIRANA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4311601,LIBERATO SALZANO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4312203,MAXIMILIANO DE ALMEIDA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4319505,SÃO SEBASTIÃO DO CAÍ,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4322608,VENÂNCIO AIRES,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2932507,UNA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3152808,PRATA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2929909,SEABRA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2929503,SÃO SEBASTIÃO DO PASSÉ,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2925907,QUIJINGUE,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2923704,PARATINGA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2918506,JUSSARA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2915809,ITAMBÉ,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2913200,IBOTIRAMA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,ES,3203700,MUNIZ FREIRE,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,ES,3203601,MUCURICI,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,ES,3203106,JERÔNIMO MONTEIRO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3153202,PRESIDENTE JUSCELINO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3152105,PONTE NOVA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1507979,TERRA SANTA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4204004,CATANDUVAS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3147600,PASSA QUATRO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3147709,PASSA TEMPO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3149101,PEDRALVA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3149200,PEDRINÓPOLIS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3151206,PIRAPORA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4200101,ABELARDO LUZ,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4201109,ANITÁPOLIS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4201653,ARVOREDO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4202073,BALNEÁRIO GAIVOTA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4202503,BOM JARDIM DA SERRA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4205209,ERVAL VELHO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3151305,PIRAÚBA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4209151,JOSÉ BOITEUX,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4209607,LAURO MULLER,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4212205,PAPANDUVA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4217709,SOMBRIO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4218004,TIJUCAS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MT,5105903,NOBRES,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MT,5104609,ITIQUIRA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MT,5103601,DOM AQUINO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MT,5101308,ARENÁPOLIS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MT,5100409,ALTO GARÇAS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,ES,3202900,ITARANA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1507904,SOURE,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AC,1200179,CAPIXABA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3168101,TAPIRA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3165909,SENADOR MODESTINO GONÇALVES,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2912004,IBIASSUCÊ,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2910859,FILADÉLFIA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2908101,COCOS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2906303,CANAVIEIRAS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2905602,CAMACAN,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2904605,BRUMADO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2903508,BELO CAMPO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3166808,SERRA DO SALITRE,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3168002,TAIOBEIRAS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3168408,TARUMIRIM,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,ES,3200102,AFONSO CLÁUDIO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3171709,VIRGÍNIA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3172103,VOLTA GRANDE,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2903409,BELMONTE,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2901155,AMÉRICA DOURADA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2900405,ÁGUA FRIA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MS,5007950,TACURU,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AC,1200013,ACRELÂNDIA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AC,1200054,ASSIS BRASIL,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AC,1200104,BRASILÉIA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3504305,AVAÍ,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3165800,SENADOR JOSÉ BENTO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,ES,3201902,DOMINGOS MARTINS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1507706,SÃO SEBASTIÃO DA BOA VISTA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3156304,RODEIRO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1506005,PRAINHA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1505536,PARAUAPEBAS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1503903,JURUTI,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1503200,IGARAPÉ-AÇU,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1501808,BREVES,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1501782,BREU BRANCO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1500602,ALTAMIRA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1500404,ALENQUER,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3154002,RAUL SOARES,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3154101,RECREIO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3156809,SABINÓPOLIS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,ES,3202256,GOVERNADOR LINDENBERG,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RR,1400100,BOA VISTA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3157104,SALTO DA DIVISA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3161502,SÃO GERALDO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3162104,SÃO GOTARDO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3164407,SÃO SEBASTIÃO DA BELA VISTA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3164506,SÃO SEBASTIÃO DO MARANHÃO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3164704,SÃO SEBASTIÃO DO PARAÍSO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3165602,SENADOR CORTES,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RR,1400159,BONFIM,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RO,1100080,COSTA MARQUES,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3504602,BADY BASSITT,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3146909,PAPAGAIOS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3502101,ANDRADINA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AL,2703809,JOAQUIM GOMES,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PB,2513901,SÃO BENTO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PB,2514503,SÃO JOSÉ DE PIRANHAS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,GO,5208509,GOIANDIRA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AL,2708808,SÃO SEBASTIÃO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AL,2707305,PORTO CALVO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AL,2707206,POÇO DAS TRINCHEIRAS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AL,2706505,PASSO DE CAMARAGIBE,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AL,2704203,LIMOEIRO DE ANADIA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AL,2702504,DOIS RIACHOS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PB,2511400,PICUÍ,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PB,2516508,TAPEROÁ,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3500907,ALTAIR,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3142007,MIRABELA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3140159,MÁRIO CAMPOS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3138906,MACHACALIS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3138401,LEOPOLDINA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3138302,LEANDRO FERREIRA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3137536,LAGOA GRANDE,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3137007,LADAINHA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PB,2511806,PIRPIRITUBA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PB,2509107,MARI,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3136652,JUATUBA,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RJ,3304557,RIO DE JANEIRO,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3124906,EUGENÓPOLIS,FIXED,01-20,Feriado municipal,,,FEBRABAN,,,,,,
